id,category,priority,tone,state,domain,format,text,filename,file,tags
vocab-spatial-042,vocabulary.spatial,must_have,clear,vocabulary,geometry,,between,vocab-spatial-042.mp3,future/vocabulary/spatial/vocab-spatial-042.mp3,vocabulary|spatial
vocab-spatial-043,vocabulary.spatial,must_have,clear,vocabulary,geometry,,inside,vocab-spatial-043.mp3,future/vocabulary/spatial/vocab-spatial-043.mp3,vocabulary|spatial
vocab-spatial-044,vocabulary.spatial,must_have,clear,vocabulary,geometry,,outside,vocab-spatial-044.mp3,future/vocabulary/spatial/vocab-spatial-044.mp3,vocabulary|spatial
vocab-spatial-045,vocabulary.spatial,must_have,clear,vocabulary,geometry,,next to,vocab-spatial-045.mp3,future/vocabulary/spatial/vocab-spatial-045.mp3,vocabulary|spatial
vocab-spatial-046,vocabulary.spatial,must_have,clear,vocabulary,geometry,,under,vocab-spatial-046.mp3,future/vocabulary/spatial/vocab-spatial-046.mp3,vocabulary|spatial
vocab-spatial-047,vocabulary.spatial,must_have,clear,vocabulary,geometry,,over,vocab-spatial-047.mp3,future/vocabulary/spatial/vocab-spatial-047.mp3,vocabulary|spatial
vocab-spatial-048,vocabulary.spatial,must_have,clear,vocabulary,geometry,,near,vocab-spatial-048.mp3,future/vocabulary/spatial/vocab-spatial-048.mp3,vocabulary|spatial
vocab-spatial-049,vocabulary.spatial,must_have,clear,vocabulary,geometry,,far,vocab-spatial-049.mp3,future/vocabulary/spatial/vocab-spatial-049.mp3,vocabulary|spatial
vocab-spatial-050,vocabulary.spatial,must_have,clear,vocabulary,geometry,,same,vocab-spatial-050.mp3,future/vocabulary/spatial/vocab-spatial-050.mp3,vocabulary|spatial
vocab-spatial-051,vocabulary.spatial,must_have,clear,vocabulary,geometry,,different,vocab-spatial-051.mp3,future/vocabulary/spatial/vocab-spatial-051.mp3,vocabulary|spatial
vocab-spatial-052,vocabulary.spatial,must_have,clear,vocabulary,geometry,,match,vocab-spatial-052.mp3,future/vocabulary/spatial/vocab-spatial-052.mp3,vocabulary|spatial
vocab-spatial-053,vocabulary.spatial,must_have,clear,vocabulary,geometry,,turn,vocab-spatial-053.mp3,future/vocabulary/spatial/vocab-spatial-053.mp3,vocabulary|spatial
vocab-spatial-054,vocabulary.spatial,must_have,clear,vocabulary,geometry,,rotate,vocab-spatial-054.mp3,future/vocabulary/spatial/vocab-spatial-054.mp3,vocabulary|spatial
vocab-spatial-055,vocabulary.spatial,must_have,clear,vocabulary,geometry,,flip,vocab-spatial-055.mp3,future/vocabulary/spatial/vocab-spatial-055.mp3,vocabulary|spatial
vocab-spatial-056,vocabulary.spatial,must_have,clear,vocabulary,geometry,,slide,vocab-spatial-056.mp3,future/vocabulary/spatial/vocab-spatial-056.mp3,vocabulary|spatial
vocab-spatial-057,vocabulary.spatial,must_have,clear,vocabulary,geometry,,mirror,vocab-spatial-057.mp3,future/vocabulary/spatial/vocab-spatial-057.mp3,vocabulary|spatial
vocab-spatial-058,vocabulary.spatial,must_have,clear,vocabulary,geometry,,symmetry,vocab-spatial-058.mp3,future/vocabulary/spatial/vocab-spatial-058.mp3,vocabulary|spatial
vocab-spatial-059,vocabulary.spatial,must_have,clear,vocabulary,geometry,,half,vocab-spatial-059.mp3,future/vocabulary/spatial/vocab-spatial-059.mp3,vocabulary|spatial
vocab-spatial-060,vocabulary.spatial,must_have,clear,vocabulary,geometry,,whole,vocab-spatial-060.mp3,future/vocabulary/spatial/vocab-spatial-060.mp3,vocabulary|spatial
vocab-spatial-061,vocabulary.spatial,must_have,clear,vocabulary,geometry,,row,vocab-spatial-061.mp3,future/vocabulary/spatial/vocab-spatial-061.mp3,vocabulary|spatial
vocab-spatial-062,vocabulary.spatial,must_have,clear,vocabulary,geometry,,column,vocab-spatial-062.mp3,future/vocabulary/spatial/vocab-spatial-062.mp3,vocabulary|spatial
vocab-spatial-063,vocabulary.spatial,must_have,clear,vocabulary,geometry,,grid,vocab-spatial-063.mp3,future/vocabulary/spatial/vocab-spatial-063.mp3,vocabulary|spatial
vocab-spatial-064,vocabulary.spatial,must_have,clear,vocabulary,geometry,,path,vocab-spatial-064.mp3,future/vocabulary/spatial/vocab-spatial-064.mp3,vocabulary|spatial
vocab-spatial-065,vocabulary.spatial,must_have,clear,vocabulary,geometry,,clockwise,vocab-spatial-065.mp3,future/vocabulary/spatial/vocab-spatial-065.mp3,vocabulary|spatial
vocab-spatial-066,vocabulary.spatial,must_have,clear,vocabulary,geometry,,counterclockwise,vocab-spatial-066.mp3,future/vocabulary/spatial/vocab-spatial-066.mp3,vocabulary|spatial
vocab-spatial-067,vocabulary.spatial,must_have,clear,vocabulary,geometry,,fold,vocab-spatial-067.mp3,future/vocabulary/spatial/vocab-spatial-067.mp3,vocabulary|spatial
vocab-spatial-068,vocabulary.spatial,must_have,clear,vocabulary,geometry,,net,vocab-spatial-068.mp3,future/vocabulary/spatial/vocab-spatial-068.mp3,vocabulary|spatial
vocab-spatial-069,vocabulary.spatial,must_have,clear,vocabulary,geometry,,opposite,vocab-spatial-069.mp3,future/vocabulary/spatial/vocab-spatial-069.mp3,vocabulary|spatial
vocab-spatial-070,vocabulary.spatial,must_have,clear,vocabulary,geometry,,adjacent,vocab-spatial-070.mp3,future/vocabulary/spatial/vocab-spatial-070.mp3,vocabulary|spatial
vocab-spatial-071,vocabulary.spatial,must_have,clear,vocabulary,geometry,,top,vocab-spatial-071.mp3,future/vocabulary/spatial/vocab-spatial-071.mp3,vocabulary|spatial
vocab-spatial-072,vocabulary.spatial,must_have,clear,vocabulary,geometry,,bottom,vocab-spatial-072.mp3,future/vocabulary/spatial/vocab-spatial-072.mp3,vocabulary|spatial
vocab-spatial-073,vocabulary.spatial,must_have,clear,vocabulary,geometry,,front,vocab-spatial-073.mp3,future/vocabulary/spatial/vocab-spatial-073.mp3,vocabulary|spatial
vocab-spatial-074,vocabulary.spatial,must_have,clear,vocabulary,geometry,,back,vocab-spatial-074.mp3,future/vocabulary/spatial/vocab-spatial-074.mp3,vocabulary|spatial
audio-sp-shape-hunt-001,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the star map, tap every circle in the scene. How many should you find?",audio-sp-shape-hunt-001.mp3,future/question/spatial/audio-sp-shape-hunt-001.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-002,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the garden board, find all the triangles. How many are hiding?",audio-sp-shape-hunt-002.mp3,future/question/spatial/audio-sp-shape-hunt-002.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-003,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the treasure path, look across the scene and count each square.",audio-sp-shape-hunt-003.mp3,future/question/spatial/audio-sp-shape-hunt-003.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-004,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the reef picture, which count matches all the rectangles in the picture?",audio-sp-shape-hunt-004.mp3,future/question/spatial/audio-sp-shape-hunt-004.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-005,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the candy trail, search the scene. How many ovals are there?",audio-sp-shape-hunt-005.mp3,future/question/spatial/audio-sp-shape-hunt-005.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-006,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rocket panel, tap every diamond in the scene. How many should you find?",audio-sp-shape-hunt-006.mp3,future/question/spatial/audio-sp-shape-hunt-006.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-007,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rainbow mat, find all the rhombuss. How many are hiding?",audio-sp-shape-hunt-007.mp3,future/question/spatial/audio-sp-shape-hunt-007.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-008,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the puzzle shelf, look across the scene and count each trapezoid.",audio-sp-shape-hunt-008.mp3,future/question/spatial/audio-sp-shape-hunt-008.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-009,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the number meadow, which count matches all the pentagons in the picture?",audio-sp-shape-hunt-009.mp3,future/question/spatial/audio-sp-shape-hunt-009.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-010,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the shape station, search the scene. How many hexagons are there?",audio-sp-shape-hunt-010.mp3,future/question/spatial/audio-sp-shape-hunt-010.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-011,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the sticker scene, tap every circle in the scene. How many should you find?",audio-sp-shape-hunt-011.mp3,future/question/spatial/audio-sp-shape-hunt-011.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-012,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the playroom grid, find all the triangles. How many are hiding?",audio-sp-shape-hunt-012.mp3,future/question/spatial/audio-sp-shape-hunt-012.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-013,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the mountain path, look across the scene and count each square.",audio-sp-shape-hunt-013.mp3,future/question/spatial/audio-sp-shape-hunt-013.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-014,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the beach board, which count matches all the rectangles in the picture?",audio-sp-shape-hunt-014.mp3,future/question/spatial/audio-sp-shape-hunt-014.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-015,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the forest map, search the scene. How many ovals are there?",audio-sp-shape-hunt-015.mp3,future/question/spatial/audio-sp-shape-hunt-015.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-016,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the classroom chart, tap every diamond in the scene. How many should you find?",audio-sp-shape-hunt-016.mp3,future/question/spatial/audio-sp-shape-hunt-016.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-017,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the festival board, find all the rhombuss. How many are hiding?",audio-sp-shape-hunt-017.mp3,future/question/spatial/audio-sp-shape-hunt-017.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-018,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the star map, look across the scene and count each trapezoid.",audio-sp-shape-hunt-018.mp3,future/question/spatial/audio-sp-shape-hunt-018.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-019,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the garden board, which count matches all the pentagons in the picture?",audio-sp-shape-hunt-019.mp3,future/question/spatial/audio-sp-shape-hunt-019.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-020,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the treasure path, search the scene. How many hexagons are there?",audio-sp-shape-hunt-020.mp3,future/question/spatial/audio-sp-shape-hunt-020.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-021,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the reef picture, tap every circle in the scene. How many should you find?",audio-sp-shape-hunt-021.mp3,future/question/spatial/audio-sp-shape-hunt-021.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-022,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the candy trail, find all the triangles. How many are hiding?",audio-sp-shape-hunt-022.mp3,future/question/spatial/audio-sp-shape-hunt-022.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-023,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rocket panel, look across the scene and count each square.",audio-sp-shape-hunt-023.mp3,future/question/spatial/audio-sp-shape-hunt-023.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-024,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rainbow mat, which count matches all the rectangles in the picture?",audio-sp-shape-hunt-024.mp3,future/question/spatial/audio-sp-shape-hunt-024.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-025,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the puzzle shelf, search the scene. How many ovals are there?",audio-sp-shape-hunt-025.mp3,future/question/spatial/audio-sp-shape-hunt-025.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-026,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the number meadow, tap every diamond in the scene. How many should you find?",audio-sp-shape-hunt-026.mp3,future/question/spatial/audio-sp-shape-hunt-026.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-027,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the shape station, find all the rhombuss. How many are hiding?",audio-sp-shape-hunt-027.mp3,future/question/spatial/audio-sp-shape-hunt-027.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-028,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the sticker scene, look across the scene and count each trapezoid.",audio-sp-shape-hunt-028.mp3,future/question/spatial/audio-sp-shape-hunt-028.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-029,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the playroom grid, which count matches all the pentagons in the picture?",audio-sp-shape-hunt-029.mp3,future/question/spatial/audio-sp-shape-hunt-029.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-030,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the mountain path, search the scene. How many hexagons are there?",audio-sp-shape-hunt-030.mp3,future/question/spatial/audio-sp-shape-hunt-030.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-031,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the beach board, tap every circle in the scene. How many should you find?",audio-sp-shape-hunt-031.mp3,future/question/spatial/audio-sp-shape-hunt-031.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-032,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the forest map, find all the triangles. How many are hiding?",audio-sp-shape-hunt-032.mp3,future/question/spatial/audio-sp-shape-hunt-032.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-033,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the classroom chart, look across the scene and count each square.",audio-sp-shape-hunt-033.mp3,future/question/spatial/audio-sp-shape-hunt-033.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-034,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the festival board, which count matches all the rectangles in the picture?",audio-sp-shape-hunt-034.mp3,future/question/spatial/audio-sp-shape-hunt-034.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-035,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the star map, search the scene. How many ovals are there?",audio-sp-shape-hunt-035.mp3,future/question/spatial/audio-sp-shape-hunt-035.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-036,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the garden board, tap every diamond in the scene. How many should you find?",audio-sp-shape-hunt-036.mp3,future/question/spatial/audio-sp-shape-hunt-036.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-037,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the treasure path, find all the rhombuss. How many are hiding?",audio-sp-shape-hunt-037.mp3,future/question/spatial/audio-sp-shape-hunt-037.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-038,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the reef picture, look across the scene and count each trapezoid.",audio-sp-shape-hunt-038.mp3,future/question/spatial/audio-sp-shape-hunt-038.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-039,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the candy trail, which count matches all the pentagons in the picture?",audio-sp-shape-hunt-039.mp3,future/question/spatial/audio-sp-shape-hunt-039.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-040,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rocket panel, search the scene. How many hexagons are there?",audio-sp-shape-hunt-040.mp3,future/question/spatial/audio-sp-shape-hunt-040.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-041,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rainbow mat, tap every circle in the scene. How many should you find?",audio-sp-shape-hunt-041.mp3,future/question/spatial/audio-sp-shape-hunt-041.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-042,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the puzzle shelf, find all the triangles. How many are hiding?",audio-sp-shape-hunt-042.mp3,future/question/spatial/audio-sp-shape-hunt-042.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-043,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the number meadow, look across the scene and count each square.",audio-sp-shape-hunt-043.mp3,future/question/spatial/audio-sp-shape-hunt-043.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-044,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the shape station, which count matches all the rectangles in the picture?",audio-sp-shape-hunt-044.mp3,future/question/spatial/audio-sp-shape-hunt-044.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-045,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the sticker scene, search the scene. How many ovals are there?",audio-sp-shape-hunt-045.mp3,future/question/spatial/audio-sp-shape-hunt-045.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-046,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the playroom grid, tap every diamond in the scene. How many should you find?",audio-sp-shape-hunt-046.mp3,future/question/spatial/audio-sp-shape-hunt-046.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-047,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the mountain path, find all the rhombuss. How many are hiding?",audio-sp-shape-hunt-047.mp3,future/question/spatial/audio-sp-shape-hunt-047.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-048,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the beach board, look across the scene and count each trapezoid.",audio-sp-shape-hunt-048.mp3,future/question/spatial/audio-sp-shape-hunt-048.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-049,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the forest map, which count matches all the pentagons in the picture?",audio-sp-shape-hunt-049.mp3,future/question/spatial/audio-sp-shape-hunt-049.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-050,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the classroom chart, search the scene. How many hexagons are there?",audio-sp-shape-hunt-050.mp3,future/question/spatial/audio-sp-shape-hunt-050.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-051,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the festival board, tap every circle in the scene. How many should you find?",audio-sp-shape-hunt-051.mp3,future/question/spatial/audio-sp-shape-hunt-051.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-052,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the star map, find all the triangles. How many are hiding?",audio-sp-shape-hunt-052.mp3,future/question/spatial/audio-sp-shape-hunt-052.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-053,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the garden board, look across the scene and count each square.",audio-sp-shape-hunt-053.mp3,future/question/spatial/audio-sp-shape-hunt-053.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-054,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the treasure path, which count matches all the rectangles in the picture?",audio-sp-shape-hunt-054.mp3,future/question/spatial/audio-sp-shape-hunt-054.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-055,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the reef picture, search the scene. How many ovals are there?",audio-sp-shape-hunt-055.mp3,future/question/spatial/audio-sp-shape-hunt-055.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-056,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the candy trail, tap every diamond in the scene. How many should you find?",audio-sp-shape-hunt-056.mp3,future/question/spatial/audio-sp-shape-hunt-056.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-057,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rocket panel, find all the rhombuss. How many are hiding?",audio-sp-shape-hunt-057.mp3,future/question/spatial/audio-sp-shape-hunt-057.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-058,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rainbow mat, look across the scene and count each trapezoid.",audio-sp-shape-hunt-058.mp3,future/question/spatial/audio-sp-shape-hunt-058.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-059,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the puzzle shelf, which count matches all the pentagons in the picture?",audio-sp-shape-hunt-059.mp3,future/question/spatial/audio-sp-shape-hunt-059.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-060,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the number meadow, search the scene. How many hexagons are there?",audio-sp-shape-hunt-060.mp3,future/question/spatial/audio-sp-shape-hunt-060.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-061,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the shape station, tap every circle in the scene. How many should you find?",audio-sp-shape-hunt-061.mp3,future/question/spatial/audio-sp-shape-hunt-061.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-062,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the sticker scene, find all the triangles. How many are hiding?",audio-sp-shape-hunt-062.mp3,future/question/spatial/audio-sp-shape-hunt-062.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-063,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the playroom grid, look across the scene and count each square.",audio-sp-shape-hunt-063.mp3,future/question/spatial/audio-sp-shape-hunt-063.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-064,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the mountain path, which count matches all the rectangles in the picture?",audio-sp-shape-hunt-064.mp3,future/question/spatial/audio-sp-shape-hunt-064.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-065,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the beach board, search the scene. How many ovals are there?",audio-sp-shape-hunt-065.mp3,future/question/spatial/audio-sp-shape-hunt-065.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-066,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the forest map, tap every diamond in the scene. How many should you find?",audio-sp-shape-hunt-066.mp3,future/question/spatial/audio-sp-shape-hunt-066.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-067,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the classroom chart, find all the rhombuss. How many are hiding?",audio-sp-shape-hunt-067.mp3,future/question/spatial/audio-sp-shape-hunt-067.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-068,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the festival board, look across the scene and count each trapezoid.",audio-sp-shape-hunt-068.mp3,future/question/spatial/audio-sp-shape-hunt-068.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-069,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the star map, which count matches all the pentagons in the picture?",audio-sp-shape-hunt-069.mp3,future/question/spatial/audio-sp-shape-hunt-069.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-070,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the garden board, search the scene. How many hexagons are there?",audio-sp-shape-hunt-070.mp3,future/question/spatial/audio-sp-shape-hunt-070.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-071,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the treasure path, tap every circle in the scene. How many should you find?",audio-sp-shape-hunt-071.mp3,future/question/spatial/audio-sp-shape-hunt-071.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-072,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the reef picture, find all the triangles. How many are hiding?",audio-sp-shape-hunt-072.mp3,future/question/spatial/audio-sp-shape-hunt-072.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-073,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the candy trail, look across the scene and count each square.",audio-sp-shape-hunt-073.mp3,future/question/spatial/audio-sp-shape-hunt-073.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-074,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rocket panel, which count matches all the rectangles in the picture?",audio-sp-shape-hunt-074.mp3,future/question/spatial/audio-sp-shape-hunt-074.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-075,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the rainbow mat, search the scene. How many ovals are there?",audio-sp-shape-hunt-075.mp3,future/question/spatial/audio-sp-shape-hunt-075.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-076,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the puzzle shelf, tap every diamond in the scene. How many should you find?",audio-sp-shape-hunt-076.mp3,future/question/spatial/audio-sp-shape-hunt-076.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-077,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the number meadow, find all the rhombuss. How many are hiding?",audio-sp-shape-hunt-077.mp3,future/question/spatial/audio-sp-shape-hunt-077.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-078,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the shape station, look across the scene and count each trapezoid.",audio-sp-shape-hunt-078.mp3,future/question/spatial/audio-sp-shape-hunt-078.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
audio-sp-shape-hunt-079,question.spatial,strong_pack,playful,question,geometry,shapeHunt,"On the sticker scene, which count matches all the pentagons in the picture?",audio-sp-shape-hunt-079.mp3,future/question/spatial/audio-sp-shape-hunt-079.mp3,question|spatial|kSpatialShapeHunt|shapeHunt
